5379	0.169477
6405	0.089055
7324	0.066605
7468	0.074995
7246	0.075493
7022	0.091067
7441	0.083526
7481	0.080248
7061	0.082019
7402	0.069345
7089	0.074797
7061	0.073029
7128	0.067367
7100	0.074624
7011	0.072186
7363	0.080114
7324	0.078076
7324	0.077028
7285	0.070912
7128	0.073056
6983	0.071998
7050	0.073418
6944	0.080265
7167	0.078071
7363	0.081018
7390	0.078977
7402	0.073954
7089	0.074270
7061	0.068138
7140	0.070643
7061	0.071626
6983	0.070687
7285	0.069257
7206	0.071350
7061	0.084970
7324	0.086837
7390	0.078640
7100	0.068398
7061	0.072747
7128	0.072425
6904	0.073654
6641	0.071877
7246	0.081316
7285	0.089055
7507	0.069933
7246	0.078799
7285	0.068724
7167	0.067942
6983	0.071218
6904	0.075429
6983	0.076536
7022	0.068893
7363	0.069127
7285	0.080983
7429	0.069849
7402	0.079815
7140	0.072506
6944	0.072575
6944	0.069666
6904	0.074419
7089	0.070550
7022	0.069684
7363	0.072441
7206	0.077294
7468	0.078538
7128	0.072772
6826	0.070765
7285	0.075325
7140	0.071073
6562	0.087193
7022	0.068682
7167	0.080146
7285	0.076056
7324	0.071703
7390	0.081424
7022	0.074332
6865	0.071672
7022	0.075070
7011	0.073052
7050	0.072333
6944	0.073727
7324	0.076469
7547	0.072939
7441	0.075161
7061	0.073941
7390	0.073622
7100	0.069980
7011	0.074351
6865	0.071611
7100	0.069788
7128	0.081261
7167	0.073896
7128	0.085106
7429	0.072786
7100	0.072425
6904	0.075299
6787	0.073211
7089	0.069682
7324	0.067275
7206	0.071217
7285	0.071515
7507	0.074838
7167	0.077322
7100	0.079814
7128	0.070926
7246	0.076151
6983	0.070357
6944	0.070849
7100	0.070229
7167	0.076562
7285	0.088461
7390	0.079196
7206	0.074948
6983	0.071447
6983	0.069451
7089	0.074590
6641	0.083093
6826	0.070567
7061	0.072306
7285	0.085451
7324	0.078243
7324	0.073414
7128	0.068299
7206	0.075608
7100	0.070205
6983	0.073576
7022	0.074505
7100	0.069581
7324	0.078440
7285	0.076009
7363	0.078199
7246	0.069445
7022	0.073600
6601	0.082866
6983	0.075130
6983	0.071116
7285	0.073298
7285	0.075089
7441	0.076717
7285	0.074491
7061	0.078958
6983	0.067628
7206	0.068494
7246	0.068265
7061	0.072048
6904	0.069860
7206	0.070978
7468	0.081834
7429	0.072127
7246	0.079175
7206	0.071946
7324	0.068735
7100	0.070766
7206	0.068208
7246	0.069854
6944	0.071449
7324	0.076637
7690	0.073113
7429	0.083286
7402	0.072464
7218	0.068821
7128	0.074731
7206	0.068579
7167	0.070051
7167	0.073163
7061	0.071212
7246	0.076754
7402	0.084385
7468	0.073998
7246	0.071877
6826	0.076578
7285	0.075875
7246	0.069178
7061	0.071226
7128	0.067806
7324	0.071261
7586	0.070004
7324	0.079998
7061	0.076205
6983	0.071067
6826	0.072160
6680	0.070810
6680	0.073415
6826	0.071911
6455	0.079612
6562	0.079613
6601	0.080669
7128	0.080524
6983	0.083053
7011	0.068896
6944	0.070455
7285	0.069418
7206	0.071948
7167	0.068123
7246	0.071744
7507	0.080881
7429	0.079960
6944	0.094113
7246	0.070084
7363	0.071827
7128	0.065903
7625	0.071279
7729	0.067566
7363	0.077637
7285	0.079683
6483	0.145713
6523	0.072703
6708	0.076980
6523	0.069799
6904	0.071762
6719	0.074673
6641	0.071028
6865	0.074260
7022	0.078595
7246	0.080592
6826	0.074783
6904	0.072214
6944	0.071031
6758	0.069124
6826	0.071875
6641	0.073761
7022	0.076436
7429	0.076226
7167	0.081949
7167	0.078241
6758	0.071912
6523	0.072956
6865	0.072294
6641	0.085968
6601	0.074650
6601	0.070857
7089	0.074683
7390	0.074418
7022	0.083052
6641	0.074388
7061	0.072028
6826	0.072948
6865	0.068398
7167	0.074165
6483	0.084636
6758	0.078482
6983	0.076532
7128	0.078005
6983	0.075028
6944	0.069337
6601	0.075149
6826	0.071176
6562	0.076079
6641	0.074237
6944	0.074815
7128	0.078487
7167	0.075270
6865	0.077341
6758	0.070791
6904	0.070329
6865	0.072448
6826	0.069123
6601	0.075517
6983	0.074599
7167	0.074420
7128	0.073044
6826	0.088516
7022	0.074308
6837	0.072015
6719	0.071271
6983	0.073876
6562	0.077608
6523	0.073537
7206	0.072095
7206	0.078690
7167	0.074533
7089	0.073455
6983	0.071457
6826	0.068352
6837	0.075850
6798	0.072149
6787	0.073335
6826	0.072571
7089	0.080023
7050	0.080853
7246	0.078108
7022	0.073498
6826	0.072006
7128	0.075695
6601	0.069351
6405	0.073516
6297	0.071509
6601	0.072614
6826	0.072195
